       362           1
       441           1
       441          20
       440          20
       440          39
        39         439
       439          58
       438          58
       438          77
       437          77
       437          96
       436          96
       436         115
       435         115
       435         134
       434         134
       434         153
       433         153
       433         172
       172         432
       432         191
       431         191
       431         210
       430         210
       430         229
       229         429
       429         248
       248         428
       428         267
       427         267
       427         286
       426         286
       426         305
       305         425
       425         324
       324         424
       424         343
       423         343
       423         421
       363           1
         1          20
        20          39
        39          58
        58          77
        77          96
        96         115
       115         134
       134         153
       153         172
       172         191
       191         210
       210         229
       229         248
       248         267
       267         286
       286         305
       305         324
       324         343
       343         421
       363           2
         1           2
         1          21
        21          20
        20          40
        40          39
        39          59
        58          59
        58          78
        77          78
        77          97
        96          97
        96         116
       115         116
       115         135
       134         135
       134         154
       153         154
       153         173
       172         173
       172         192
       191         192
       191         211
       211         210
       210         230
       229         230
       229         249
       248         249
       248         268
       267         268
       267         287
       287         286
       286         306
       305         306
       305         325
       324         325
       324         344
       344         343
       343         420
       364           2
         2          21
        21          40
        40          59
        59          78
        78          97
        97         116
       116         135
       135         154
       154         173
       173         192
       192         211
       211         230
       230         249
       249         268
       268         287
       287         306
       306         325
       325         344
       344         420
       364           3
         3           2
         2          22
        21          22
        21          41
        41          40
        40          60
        60          59
        59          79
        78          79
        78          98
        97          98
        97         117
       116         117
       116         136
       135         136
       135         155
       155         154
       154         174
       174         173
       173         193
       192         193
       192         212
       212         211
       211         231
       231         230
       230         250
       250         249
       249         269
       268         269
       268         288
       287         288
       287         307
       306         307
       306         326
       326         325
       325         345
       344         345
       344         419
       365           3
         3          22
        22          41
        41          60
        60          79
        79          98
        98         117
       117         136
       136         155
       155         174
       174         193
       193         212
       212         231
       231         250
       250         269
       269         288
       288         307
       307         326
       326         345
       345         419
       365           4
         4           3
         3          23
        23          22
        22          42
        41          42
        41          61
        61          60
        60          80
        80          79
        79          99
        98          99
        98         118
       117         118
       117         137
       136         137
       136         156
       156         155
       155         175
       174         175
       174         194
       193         194
       193         213
       212         213
       212         232
       232         231
       231         251
       251         250
       250         270
       270         269
       269         289
       289         288
       288         308
       307         308
       307         327
       326         327
       326         346
       345         346
       345         418
       366           4
         4          23
        23          42
        42          61
        61          80
        80          99
        99         118
       118         137
       137         156
       156         175
       175         194
       194         213
       213         232
       232         251
       251         270
       270         289
       289         308
       308         327
       327         346
       346         418
       366           5
         5           4
         4          24
        23          24
        23          43
        43          42
        42          62
        61          62
        61          81
        80          81
        80         100
        99         100
        99         119
       118         119
       118         138
       137         138
       137         157
       156         157
       156         176
       175         176
       175         195
       194         195
       194         214
       213         214
       213         233
       232         233
       232         252
       251         252
       251         271
       271         270
       270         290
       290         289
       289         309
       309         308
       308         328
       328         327
       327         347
       347         346
       346         417
       367           5
         5          24
        24          43
        43          62
        62          81
        81         100
       100         119
       119         138
       138         157
       157         176
       176         195
       195         214
       214         233
       233         252
       252         271
       271         290
       290         309
       309         328
       328         347
       347         417
       367           6
         6           5
         5          25
        25          24
        24          44
        43          44
        43          63
        62          63
        62          82
        81          82
        81         101
       100         101
       100         120
       120         119
       119         139
       138         139
       138         158
       157         158
       157         177
       177         176
       176         196
       195         196
       195         215
       214         215
       214         234
       233         234
       233         253
       252         253
       252         272
       271         272
       271         291
       291         290
       290         310
       309         310
       309         329
       329         328
       328         348
       347         348
       347         416
       368           6
         6          25
        25          44
        44          63
        63          82
        82         101
       101         120
       120         139
       139         158
       158         177
       177         196
       196         215
       215         234
       234         253
       253         272
       272         291
       291         310
       310         329
       329         348
       348         416
       368           7
         6           7
         6          26
        25          26
        25          45
        44          45
        44          64
        64          63
        63          83
        83          82
        82         102
       102         101
       101         121
       121         120
       120         140
       139         140
       139         159
       158         159
       158         178
       178         177
       177         197
       196         197
       196         216
       215         216
       215         235
       234         235
       234         254
       253         254
       253         273
       272         273
       272         292
       292         291
       291         311
       310         311
       310         330
       329         330
       329         349
       348         349
       348         415
       369           7
         7          26
        26          45
        45          64
        64          83
        83         102
       102         121
       121         140
       140         159
       159         178
       178         197
       197         216
       216         235
       235         254
       254         273
       273         292
       292         311
       311         330
       330         349
       349         415
